i1,j1,i2,j2
51,108,52,108
59,92,60,92
89,6,90,6
28,68,29,68
88,196,89,196
95,4,95,5
41,32,42,32
13,48,14,48
82,134,82,135
4,47,5,47
31,43,32,43
86,174,87,174
76,179,76,180
20,40,20,41
79,94,79,95
2,142,3,142
68,162,69,162
64,13,64,14
20,103,21,103
38,96,39,96
3,89,3,90
17,28,18,28
56,24,56,25
3,184,4,184
56,142,57,142
60,195,61,195
47,178,48,178
41,88,42,88
66,97,67,97
48,4,49,4
56,156,57,156
66,4,66,5
71,112,71,113
0,61,0,62
82,84,83,84
55,42,55,43
39,196,39,197
53,16,53,17
92,60,92,61
63,99,64,99
10,5,11,5
80,155,80,156
78,11,79,11
9,194,10,194
46,111,47,111
10,26,10,27
15,52,15,53
45,68,45,69
63,32,64,32
17,71,17,72
74,191,74,192
45,143,45,144
24,183,24,184
73,138,74,138
21,176,21,177
12,174,12,175
57,61,58,61
5,136,5,137
9,95,10,95
34,105,35,105
86,123,86,124
52,42,53,42
99,128,99,129
53,7,54,7
55,133,56,133
36,185,37,185
15,154,16,154
96,90,97,90
6,41,6,42
66,15,67,15
18,2,18,3
32,112,32,113
71,28,72,28
7,98,8,98
77,186,77,187
42,85,42,86
50,75,51,75
72,167,72,168
18,91,19,91
68,52,68,53
19,127,19,128
25,116,26,116
65,194,65,195
94,65,94,66
22,137,23,137
97,86,97,87
71,144,72,144
88,101,88,102
26,108,27,108
23,94,24,94
92,0,93,0
49,6,50,6
2,195,3,195
65,58,65,59
51,125,52,125
97,94,98,94
63,44,64,44
42,148,42,149
11,74,12,74
33,7,34,7
14,102,15,102
86,99,87,99
41,36,41,37
97,66,98,66
30,128,31,128
82,74,83,74
27,73,27,74
59,169,59,170
16,77,16,78
73,51,73,52
40,68,40,69
97,172,98,172
61,42,61,43
0,0,0,1
96,187,97,187
87,9,87,10
38,131,38,132
62,139,63,139
24,59,25,59
32,187,33,187
96,81,97,81
61,107,62,107
54,157,54,158
7,31,7,32
26,96,27,96
75,122,76,122
44,181,45,181
99,4,99,5
18,24,18,25
93,40,94,40
27,46,28,46
3,31,4,31
66,73,66,74
64,70,65,70
71,64,72,64
38,172,38,173
15,122,15,123
77,24,78,24
91,42,91,43
12,191,13,191
19,156,19,157
39,29,39,30
21,186,22,186
72,90,73,90
46,183,46,184
92,38,92,39
72,2,72,3
31,72,32,72
